id,author,description
1630,@defi8495,"Wahai mui n umat islam apakah semua suda memboikot produk israel n sekutu klo masi memakai produk israel n sekutuny sm aj mui n umat islam munafik semua buktikan klo mui n umat islam bukan kaum munafikun.....boikotlah produk israel n sekutunya silakan hapus wa,fb,ig,youtube,iphone,google map,hapus semua produk israel n sekutunya karena fatwamu haram hukumnya klo mui n umat islam masi memakainya jdilah anda kaum munafik semua fatwa mui haram hukumny........inga..inga...fatwa mui....buanglah produk israel n sekutunya klo masi dpakai munafik jdlah kaum munafik semuanya🤣🤣🤣🤣"
1631,@didinsetyawan7068,Ayooo bersama sama...seluruh Indonesia....
1632,@saptoadi1780,"Jika ada kata2 ini adalah wujud dukungan,ketahuuilah,dukugan terbaik dan mudah adalah berdoa dan mendoakan ."
1633,@saptoadi1780,Dgn aksi boikot tidak akan mengakhiri perang palestina dgn israel.
1634,@saptoadi1780,"😂dan akhirnya,aksi boikot dimanfaatkan oleh2 pihak yg berkepentingan untuk menciptakan trik marketing dgn bikin video² sperti ini untuk mencari keuntungan.😅"
1635,@ferrylie8873,"Produk yg diboikot rata2 produksi di Indonesia, kl ga ada produksi lg ribuan keluarga akan kehilangan nafkah, apa ga dosa tuh, rugiin negara sendiri jg😢"
1636,@asepridwan7218,Edit lagi videonya....ada X...harus ada Ceklis/tanda benar......biar penonton gak gagal faham
1637,@endadsuryadi4304,tak akan beli produk punya penjajah penjahat tak prikemanusiaan dajjal anjing zionis israil
1638,@jocexx,Itu yang di X..yg suka saya makan😂😂
1639,@fredyfebrianto5219,"Kenapa br sekarang di boikot, ndak dari dulu2, terlambat...besok2 juga lupa, ntar beli juga, itu yg buat orang indonesia, di produksi di i donesia. Kasihan karywan nya, nanti di PHK lagi."
1640,@adefranzy85,"helllllleeehhhhh, dari dulu perang damai, perang damai lagi, kalau damai kalian makan minum juga produk mreka, skrg perang kalian smua koar koar, gak ada ngaruhnya, nanti uda damai pasti ramai lagi tu sturbuck MCd, hahahaa..."
1641,@abednego7913,enak aja suruh boikot...masih banyak yg mau make baik non islam bahkan islam yg netral masih mau make kok...agama kok dibela itu tuhan apa binatang harus dibela...😅😅😅😅
1642,@divaamelevia4557,"otak taruh di kepala,jngn di kaki....."
1643,@rifkyzuhri5812,Iya klo sdh pasti kebenarannya.. Kalo bukan artinya fitnah.. Ingat persaingan dagang saja kejam siapa yg diuntungkan dri moment ini..semoga kita lebih bijakmencari berita kawan.
1644,@drian010,Maksudya itu prodak israel atau barat blog..klo yg jelas2 prodak israel sy setuju biar ekonominya rusak .lah kalo prodak barat ga ngaruh😅
1645,@chupacup1742,Wah produk orang terkayA di boikot
1646,@user-fk9io6jr7b,emg yakin itu semuah buatan israel ??
1647,@khadafigamers5420,Gak jelas
1648,@wawanbekelwawanbekel5267,1 kata modar
1649,@ujangmarhusen3148,Sip mantap setujuuu❤❤❤
1650,@parlintasnapolos7435,"Israel-palestina perang sampai kiamat, mending kita nikmatin hidup kita daripada harus ngurusin produk org lain dan cukup sisipkan doa dalam sholat mu untuk Palestina tanpa merugikan tukang dagang 😢karena doa lebih mujarab dari pada hanya berkoar koar di negara sendiri😅"
1651,@aldipluto,product lokal juga lebih baik dan murah sebagian kita dulu tidak pakai ya mungkin kita lebih berpikir harga yang mahal itu lebih baik kwalitasnya
1652,@aldipluto,product lokal juga lebih baik
1653,@johanesmanurung805,Kacau hati2 sama penipuan boikot..😂😂😂
1654,@Tomme160,"Le mineral sama di danai yahudi, pakai Air biru ajah"
1656,@toeanmoedageger7661,Tololnya ga ke kontrol
1657,@KANGGRAND,Saya bingung. Video sebelah Sariwangi boleh. Video ini Sariwangi gak boleh. Pusing lah jdinya. Kagak jelas mana yg bener. Tdinya saya mau ngikutin cara ginian. Tpi kagak jelas .
1658,@kamalakhan2141,"Ok bos, siap laksanakan."
1659,@agustomy4320,Emang aqua itu termasuk yaa? Aqua bukannya produk indo yaa yg punya juga bukannya orang indo.. emang aqua udh di beli danone yaa?
1660,@cacingnayoung1035,"Ayo cintai lah produk"" indonesia"
1661,@ekosusanto6153,Enggak usah segitunya juga kalik..padahal produksi semua itu juga di dalam negri.. Kita doakan saja semoga konflik palestina -israil cepat terselesaikan..
1662,@dirman1092,Kocak memang warga Indonesia ini sebagian.boikot katanya coba itu di bagikan gratis pasti pada mau Nerima
1663,@kintokopuro763,Boikot israel
1664,@rasyalayana3007,Orang pengong boikot2 emang yg krj bukan orang indonesia sndiri dasar ga punya otak pengen penganguran di indonesia lebih banyak pikir tuh nyettttt
1665,@trisbudianto23,Berlebihan tidak baik
1666,@sokk7671,Tugas negara juga jika di boikot ganti produk lain yg berkualitas jgan di jual lagi yg di boikot
1667,@MuhammadAkbar-ek3yz,Jangan main buka youtube jg kak kalo gitu
1668,@saifulakhiyar8990,Ini bukan karena soal agama tetapi sudah mengarah penjajahan negara Palestina itu di jajah dengan orang orang kafir sedangkar yang di jajah jtu orang islam dan Kristen jadi kesimpulannya bukan soal perang agama jangan gampang ter papar dengan berita berita yang mengadu domba diri sendiri
1669,@jackstone244,Kira2 nanti harganya turun gk ya... Hoho
1670,@yudiexa9yudiexa098,"Yang tangung jawab siapa kalau pabrik di indonesia ini di tutup,,, yang ganti rugi para pedagang siapa?,, yang tangung jawab kariawan pabrik kalau di phk semua siapa yang nyiapin ganti pekerjaan nya,,, pakek hati dong dan akal sehat mui kalau bgeni cara nya hancur hati umat yg rata2 miskin...kalau mengeluarkan fatwah yg bener jagn merugikan masyarakat dan negara dong,,,"
1671,@wkwkwkwkwkwk.,Kalo rasanya enak ya di beli lahh
1672,@adeniadriana4809,Pabrik nya tutup ancur kan semua. Biar mampus israel biar tau rasa gak laku produk dari israel biadab
1673,@sanchezbiankhuruhara,"MUI isie wong gemblung² sumbu pendek,asal mangap gak dipikir disek"
1674,@ellanovianti3982,Kalian boikot barang2 kek gtu untungnya apa cobak? Bener itu barang Israel tapi kan pabriknya di Indonesia dan pekerja nya juga orang Indonesia teman2 kalian juga dan agama karyawan mereka juga pasti banyak yg Islam kek kalian ... Bentuk tindakan kalian malah menyusahkan sesama kalian saja.. kalau niat nolong tuh kirim uang atau barang ke Palestina bukan boikot kek gtu kasihan yg kerja dan kasihan keluarga mereka klo kena pengurangan pekerja ... Dasar otak udang kalian
1675,@dorothydo1742,"Produk un*l3v3r yah, 1 lgi ice cream w@lls 😊"
1676,@faridcahyo4190,"Fitnah dan pembodohan sdh merajah lelah apakah keadilan trs klh kita hrs tau sbagian produk memamng dr israil tp pembuatanya byk yg dri indonesia setidaknya bahan"" dr indonesia . ."
1677,@iskandarmuhammad6249,"Android, iphone, windows (komputer), msoffice (komputer) di boikot jg ga?"
1678,@Keepsmile7716channel,Izin share saudara 🙏
1679,@user-ue8ov7vw5l,Siapa yg cinta Palestina like ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
1680,@semangkasemangka5037,Babi lo anjing nye arab
1681,@jefriwanda7416,Apa iya Aqua produk Israel. Perasaan dari Sumatra Utara
1682,@Jolosutro-KP,Anda bela saudara yg di palestina dg boikot.. Di saat yg sama anda menghancurkan saudara anda sebangsa Indonesia yg menggantungkan rejeki mrk di perusahaan affiliate israel... Resiko puluhan ribu yg di PHK... Imbang gak kira².... Menurut sy Bantu Doakan sj saudara kita di palestina.. Yg melangkah nyata biar pemerintah sj dg mengirim bantuan kemanusiaan.. Atau kirim tentara dan amunisi utk serang israel
1683,@sandirotama9829,"Kau boikot,,makin banyak pengangguran di indonesia"
1684,@skar_ais_official,Kecap Abc juga deh
1685,@arbelsukulangka,Boikot youtube😂 berani kagak
1686,@henja6831,"Youtube ,FB,Google,kenapa gak sekalian?produk pendukung israel,ni make youtube pula..😅😅."
1687,@fansdonghua,Saya udah berhenti minum teh sariwangi.. Minum kopi
1688,@ivansoedira8566,info sesat......picik lihat brur yg kerja orang2 indonesia dgn hasil pertanian dan perkebunan dari bumi indonesia... pekerjanya mungkin saudara kita sendiri....
1689,@muslim_itu_tolol_sekali,BAGUS TRUSLAH BEGITU BIAR EKONOMI HANCUR DULUAN DARIPADA PALESTINA ..... KARENA PRODUK PRODUK YANG KALIAN TUDUH MENDUKUNG ISRAEL ITU DIBUAT OLEH KERINGAT KERINGAT BURUH MUSLIM INDONESIA DAN BANYAK ORANG MUSLIM INDONESIA YANG BERGANTUNG DARI PENJUALAN PRODUK PRODUK TERSEBUT ..... LALU TAK ADA BUKTI BAHWA PRODUK YANG DIBELI AKAN MEMBELI AMUNISI BUAT ISRAEL !!!! EMANG KALAU BEGO ITU PASTI MUSLIM INDON !!!!!!!!
1690,@user-ie8ym6sn4x,Uawlahhh wong.. buang aja tuh toko  rumah kan yg bikin semen kita g tau.jangan2 orang kavir..ter masuk kain.. apa prodak golongan apa kan ga tau juga.. mandiri aja jadi tarzan hahahahahahaaaaa
1691,@yayukagustiningsih4112,Metaok😂😂😂
1692,@user-iy1bi9sp4c,"Saya senang kalo saham para pendukung zionis anjlok,, tpi disisi lain phk masal akan terjadi di Indo,,"
1693,@sakitjiwa8220,"Boikot boikot tai anjing lah , hidup aja udah di GOA kalo ngga do HUTAN sekalian"
1694,@haribagussetiawan9103,FREE FREE PALESTINA🇯🇴
1695,@arsonsoft418,"Korban cerita fiksi, otak jadi tdk fungsi"
1696,@SkyRiozt,"Tololnya murni pantes agamanya bego bgitu ngakak jg sih,agama bar"" bebas sih,namanya jg agama terroris,harusnya emng pantes palestina dimusnahkan untuk jadi contoh umat Islam bego bgni 😂"
1698,@Nostradamus848,Ra urusan...
1699,@sufyanaja9384,"Pakailah kecap udang dr Grobogan, dijamin mantab dan beli lagi. Gak percaya coba saja"
1700,@muhamadiqbalkurniawan7499,ayo kita boikot negara setan israel harus musna dari bumi
1701,@Nostradamus848,Kopettttt..
1702,@udinuhu3221,untung saya cuman beli yg isi ulang 7rebuan
1703,@arohsamsyudin6566,Intinya gada kata rugi..klo lilahitaaala..bukanya kita ikut bantu Palestina..bisa dengan DOA..HARTA DAN NYAWA..Y IKLASKAN SAJA KLO MEMANG KITA HARUS BNTU DENGAN HARTA..JANGN KAU BIALNG RUGI
1704,@muslim_itu_tolol_sekali,YA SUDAH BELI TIKET SATU JALAN KE GAZA DENGAN DUIT LOE SENDIRI BUAT BELA ORANG ORANG PALESTINA DISANA !!!!! ITU LEBIH BAIK DARIPADA MENYAKITI BURUH MUSLIM INDONESIA YANG MEMBUAT PRODUK PRODUK TERSEBUT DAN KEHIDUPAN MEREKA BERGANTUNG DARI PENJUALAN PRODUK TERSEBUT !!!
1705,@soondhoong5300,"Gitu aja heran,, terlepas pemerintah seperti apa, intinya di mulai dari diri sendiri.."
1706,@putrabumi3944,boikot produk israel...kita beli produk china.....
1707,@Brigitta714,"Ok,akan ku beli yg kamu larang itu 😝"
1708,@arohsamsyudin6566,Kadang saya bingung..harus ikut boikot atau tdakk..klo iya. Kita masih pake..yutub.IG..WA.dan lainya yang sama juga buatan zioniss..klo kita ga pake 8tu ga tau berita..Karan Chanel banyak dari zionis..kan nonton yutub byqran masuk kesana bingung
1709,@Duullz,"YouTube,fb,ig,WA, masih bisa di gunain jihat membuka kekkejaman dan penjajahan Israel"
1710,@sayangku1486,Kta nya boikot ya jgn d jual d Indonesia lah itu d wrung2 msh bnyak merk2 itu smua trus gimana ?????????😮😮
1711,@wise_man9305,Ayoo semangat saudara2 ... Boycott Jangan jadikan uang2 kita mereka gunakan untuk membeli senjata yg digunakan untuk membunuh anak2 Palestine
1712,@cakirul5484,Apa semua produk yg di Video itu punya Israel? Mohon pencerahan🙏
1713,@user-sg7pl5yg2c,Bukannya ABC tidak bolehya
1714,@user-qe6wk2oy7i,"Ini ko orang indonesia selalu sampai segitunya membela palestina, sudah berapa trilyun uang orang indonesia ke palestina,tapi kenapa orang arab sendiri tidak peduli semua negara arab membsu, anjing banget."
1715,@wahyuisme29,Hampir produk Unilever semua itu 😅
1716,@rokihardiansyah3496,Emang kenapa tuh ?
1718,@rohmamusliha1832,bukannya abc produknya heinz ya?
1719,@Zaturn.0,Katanya le mineral juga Ter afiliasi😅
1720,@adaptasi132,Jiwa kanak-kanak...sudah tua masih saja emosional...hadeh....payah .. terlihat kalau hidupnya tidak pernah merasakan kedamaian..maunya bertengkar terus menerus...😂
1721,@RoniRoni-mb8jy,"Ciri produk Israel itu seperti apa contoh nya,, apa ada kodenya?"
1722,@nobodypeople18,Bang mau nanya apa benar kecap bango itu buatan israel bukannya indo tolong kasih penjelasan dong🖒
1723,@V2thetruegod,"boikot dipopulerkan oleh orang beragama, produk-produk umum ada itu untuk dibeli bukan untuk mendukung kekerasan apalagi perang. Heran aja gue dimana akal sehat mereka yang suka boikot apa karena kebanyakan ibadah sampai lupa kehidupan nyatanya? sheeshhhh 🥶"
1724,@ahmadnasution4245,"sebagai pedagang saya tidak setuju selagi pabrik ny masih produksi, tutup lah pabrik nya.. dan yg import stop lah import nya,"
1725,@sumitri8750,Assalamualaikum maaf nyinggung .. Sekalian pabriknya ditutup atau orang Israel nya diusir dari negara kita Indonesia... Allah huakbar Allahu Akbar Allahu Akbar Merdeka merdeka merdeka
1726,@jgking2813,Awas lu kena KHUP 😂😂 .. !! Jangan asal posting .😂😂
1727,@zulfikar8901,Adajalah mnusia akhir jaman
1728,@josepnoordiansyah5531,"Tetap dibeli aja klo di warung kecil ga haram kok klo niat nya menolong tetangga pedagang kita sendiri , karena kasian mereka sudah mengeluarkan modal untuk berjualan tapi dgn sosialisasi kedepannya jgn belanja produk yg mendukung israel lagi"
1729,@kto1376,Boikot aja semuanya sekalian biar kita kembali ke zaman batu. Semuanya harus dari alam.. 😂
1730,@febri7045,"Banyak banget produk pro penjajah yg gw pake. Gpp lah berkorban dikit, toh cuma ini yg bisa dilakuin. Gw g peduli opini orang tt sikap gw, seenggaknya gw udah memilih sikap  posisi gw dlm konflik ini."
1731,@iyanoktavian4341,Betapa bodohnya orang² seperti ini
1732,@jakachaniago145,"Dengan kalian Tidak membeli produk nya,sudah SMA membantu perperangan Palestina perangi bisnis nya di Indonesia ini udah bentuk kepedulian ke Palestina."
1733,@triedysetiyawan2307,Konten bososk nggk ada boikot tololll ashuuuuu lonte kau
1734,@allstory7145,"Dasar manusia manusia munafik. Kalian memperlakukan hal itu hanya ketika negara mereka perang. Saat perang adem, produk israel masih pada dibeli. Kenapa ramai boykot prduk israel itu berlaku ketika negara mereka perang? Jangan munafik lah jadi manusia!!!"
1735,@AmasabonSelibonda,Ha ha Trus hp.laptop yg kalian pake tuh jga d buang ya.....
1736,@ariskoe736,Di pikirkan kembali sodara kita yang bekerja di produk2 itu...apa dia masih bekerja atau tidak dampak produknya di boikot....dosa kah kita...lebih mementingkan kepentingan negara lain dr pada manusia yg ada di indonesia....klo ada solusinya di persilahkan❤
1737,@andryalfian5426,Apakh termasuk HP kita boikot juga? Ini yg pinter dan yg bodo siapa?
1738,@Zaries9804,"bukan hanya produk pangan aja, tapi juga hp, WhatsApp itukan juga punya israel"
1739,@jjhjjggm,Tapi aqua kecap bangau iklasnya kok indo bang maaf tanya. Dan dibuatnya aqua itu dimana?
1740,@andipurwanto4723,Klo liat youtube boikot ngga
1741,@daimansinaga128,😂😂😂 Persaing tidak sehat
1742,@cahwonogiri4049,Apa ga mikir berapa karyawan yg PHK kalo produk di boikot
1743,@apepsport,Ko bahlul ya
1744,@pt.morakmarik.9746,Yang komen pada ributin ap sih cerdas sedikit lah mau makan ubi sama singkong lu semua ia kaya jaman dulu lagi mau lu.
1745,@wiwitfebrinaBahar-du4kf,SIAAPPP.... INSYALLAH... KAMI SEKELUARGA TIDAK LAGI MEMBELI PRODUK ZIONIS🇮🇩🇮🇩❤️🇵🇸🇵🇸
1746,@IKLANJADOELShort88,"Kecao abc itu juga dari PT heinz, yang sahamnya dipegang united inggris😅"
1747,@laras-lt5cp,Semua makanan atau minuman halal boleh kok di beli
1748,@wsxaryo6312,"Wah kreatip ya bro israel setidak banyak tenaga kerja duserab bro,memang bangsa yg kreatib dan hebat bro,anjuran kadrun goblok ini gak usah diturutlah bro,kadrun.munafuw itubro laptop po handpone mungkin alat medis yo ada buatan yahudi, make juga tu kadrun,gak usah munafiqlah drun😅😅😅"
1749,@Alganiechannel876,Ayooo beralih ke produk lokal...❤❤❤ semabgat bangkitkan ekonomi lokal....❤❤❤
1750,@Raymond_27,Lebay soooo suci lu pada manusia
1751,@faridwazdi4882,"Paling tidak kita berpartisipasi produk yg dukung isreal, merosot penjualan nya, Alhamdulillah air galon SDH ganti ke Lee mineral.baru 1 bulan ini."
1752,@miftahfarid963,Emang aqua produk israel?? 😂😂
1753,@johanbudi3067,"Padahal main di sosmed ini juga sama saja..kita ini bodoh, tp sok2an"
1754,@setiawanalfatih4473,"Yg di boykot seperti produk unileper, pemerintah harus menggalakan usaha² dagang maayarakat dalam negri agar produk² zionis tak berkembang di indonesia"
1755,@BKSI729,Lahhhhh....... Semua yg kamu pegang duluan (kecuali Oreo) itu barang asli Indonesia......ABC juga asal Indonesia...!!!!
1756,@jamaludinsyatirih6578,Parahhhhhhhhh
1757,@rhenolchester2955,Contoh..disuruh...berak dijalan juga maoooo
1758,@rayaridho110,setau saya merk Aqua
1759,@syukma6632,"Loh, mahal bener 40rb, ditoko sekitar 20-25rb"
1760,@herikristiawan5181,Ngonteen boikot pakai produk yahudi.. Kook pekokk FB IG tweiter whasap youtube boikottt sann ben edyaaann.. Berani memboikot😂😂yg bikin orang Yahudi israel semua itu...
1761,@nandangmayansyaprudinmayan2212,Seandainya harus boykot kenapa ga pabriknya langsung yg di tutup. Ga semua orang tau produk yahudi.
1762,@ruanghati01,msh bnyak produk lainnya yg keuntungannya jg disetorkan ke israel. Pemerintah harusnya ngomong keras jg ke pengusaha2 yg dukung israel lewat setoran duitnya
1763,@maszein7125,Kira2 akan ada PHK g ya???
1764,@evandebby284,Terima kasih saudaraku
1765,@Anwar-sb3kj,Waktu nya mehargain produk lokal biar Indonesia lebih maju di sengala bidang
1766,@asepbeni9045,sorry klo bisa cek dulu kebenaran y jngn share sebelum tau kejelasan y
1767,@paxelKUrir,"Bukan nya tidak mendukung soal ini,.. Tapi bakalan ada PHK massal di perusahaan tsb,.. gmn nasib buruh yg cari nafkah di perusahaan tsb, kalo sampai ada PHK massal...🙏"
1768,@ahmadxren5940,Gimna nasip kemanusiaan di Palestina.kalo cuma phk masi bisa makan
1769,@indoblogger6320,Mabok agama
1770,@dediparmadi2187,merk es krim yg anti Israel apa ya
1771,@suyar2619,Hmmmm... Mungkin saya yang bodoh ya. Gak tau kalau produk itu buatan mereka. Tapi ya udah lah memang enak mau gimana lagi???😂😂😂😂😂😂
1772,@indjourney9993,Emang nya itu tau produk Israel dr mana.... apakah MUI sudah rilis produk yg terafiliasi dengan Israel....
1773,@libertarianizem,"syukur alhamdulillah. terlepas dari niat dan tujuan masyarakat untuk boikot produk luar, secara gak langsung produk dalam negeri jadi meningkat dan maju"
1774,@charlesardimans671,beli aja
1775,@YantoBrian,pemerintah ajh membolehkan produk2 pro israeL masuk kesini.. knpa kita harus membaykotnya ?? 😂
1776,@overdecade4001,Mulai dr kita sdri trs kalau kompak kan toko tdk akan order lagi kalau barangnya gak laku
1777,@Sartika_sari,Klo barang tetep masuk sama aja karna banyak masyarakat yg ngk tau mana merek israel dan bukan apa lgi ibuk ibuk yg sudah tua tua ..mulai sekarang stop barangan dari israel
1778,@Ayahbenfar,"Bikinnya aja di Indonesia, karyawan nya orang Indonesia. Gmn Mau boikot😂😂😂😂"
1779,@Sky-vz5ry,"coba pikirkan juga nasib karyawannya ada ratussan ribu yg akan di PHK nanti jika ada penutupan pabrik😢, jika makin byk tingkat pengangguran maka akan tinggi juga tingkat kemiskinan dan kriminalitas"
