id,author,description,clean,sentiment
167,@Fikrianayah_Ab,"Setidaknya allah tau kita dipihak mana,kalau sekedar boikot aja ngeluh gimana mau jihad,mereka di palestina sana nyawa seperti gak ada harganya, barang jenis yang sama ada banyak merek yg berbeda kenapa sulit sekali sepertinya, apa udah gk punya hati lagi.",setidaknya allah tau kita dipihak manakalau sekedar boikot aja ngeluh gimana mau jihadmereka di palestina sana nyawa seperti gak ada harganya barang jenis yang sama ada banyak merek yg berbeda kenapa sulit sekali sepertinya apa udah gk punya hati lagi,negative
168,@TehnicDIYelectro,Sebelum nya di pakai sama yang ngerekan sebelum boikot napa di boikot ama dia sendiri😂😂😂😂 padahal sendirinya pernah pakai,sebelum nya di pakai sama yang ngerekan sebelum boikot napa di boikot ama dia sendiri padahal sendirinya pernah pakai,negative
169,@KriegMarines,Kalo mau Boikot ini banyak tantangan Nya Mang Kalo misalnya Kita larang produk Israel ini masuk indo Takutnya Malah Berdapampak ke ekonomi indonesia Yang membuat banyak Pekerja Menjadi Pengangguran Dan Lapangan kerja makin Sempit Yang ada Kita Mau dukung palestina Malah kita Yang Diambang Krisis dan juga Kalo mau Boikot Jan beli produk nya aja Bukan Kek Lu pesen Dah starbak 50 Pcs Terus lu gk mau bayar Yng Ada Itu malah nyusahin Saudara sebangsa kita sendiri yang menangung nya Ya pegawai nya Jadi jangan Sampai ada kek gitu,kalo mau boikot ini banyak tantangan nya mang kalo misalnya kita larang produk israel ini masuk indo takutnya malah berdapampak ke ekonomi indonesia yang membuat banyak pekerja menjadi pengangguran dan lapangan kerja makin sempit yang ada kita mau dukung palestina malah kita yang diambang krisis dan juga kalo mau boikot jan beli produk nya aja bukan kek lu pesen dah starbak pcs terus lu gk mau bayar yng ada itu malah nyusahin saudara sebangsa kita sendiri yang menangung nya ya pegawai nya jadi jangan sampai ada kek gitu,negative
170,@user-lu1kh7ti1h,Emang gua pikirin😂😂😂😂yg penting,emang gua pikirin yg penting,neutral
171,@hondajabodetabek5455,"Gak malu teriak boikot tp msh youtube an,,msh pke internet,,munafik LOL😂😂",gak malu teriak boikot tp msh youtube anmsh pke internetmunafik lol,positive
172,@MichaelMartuah-ni4vw,Palestina hancur,palestina hancur,negative
173,@dakwahislam2013,Berita palsu mui tidak pernah memberi list produk boikot,berita palsu mui tidak pernah memberi list produk boikot,negative
174,@nadyaaaaaaa17,Mmmmmm aku ada denger klo itu semua hoaks kyk klo salah maaf ya,mmmmmm aku ada denger klo itu semua hoaks kyk klo salah maaf ya,negative
175,@nana_rodiana,"Tapi mohon maaf sebelumnya bukan saya tidak berpihak pada palestina, tapi saya membeli apapun yang sedang promo😁 tak memandang produk nya berasal darimana , saya hanya mencari selagi ada harga yg lebih murah kenapa tidak🙏🏻",tapi mohon maaf sebelumnya bukan saya tidak berpihak pada palestina tapi saya membeli apapun yang sedang promo tak memandang produk nya berasal darimana saya hanya mencari selagi ada harga yg lebih murah kenapa tidak,negative
176,@VitoWarsito-lj6qh,konten tolol ini sih namanya,konten tolol ini sih namanya,negative
177,@nuncydewi8080,Maaf kalo produk abc juga boikot,maaf kalo produk abc juga boikot,negative
178,@aktordrift48,Setahu gw aqua produk dr italy dh,setahu gw aqua produk dr italy dh,neutral
179,@Fath_Gaming,"Slalu tonton channel om Deddy Corbuzier ya guys, dan apapun barang yg di Indonesia sejenis boikot itu gk pengaruh, cukup do\'a kan saudara kita di Palestina klok perlu kita ikut sumbang juga dan GK ush milih2 produk lh, lol pemikiran pendek gini gk patut dicontoh, boikot makanan apapun klok udh halal itu gk masalah, respect juga lh k pedagang, berfikir lh dengan tenang dulu ya guys",slalu tonton channel om deddy corbuzier ya guys dan apapun barang yg di indonesia sejenis boikot itu gk pengaruh cukup doa kan saudara kita di palestina klok perlu kita ikut sumbang juga dan gk ush milih produk lh lol pemikiran pendek gini gk patut dicontoh boikot makanan apapun klok udh halal itu gk masalah respect juga lh pedagang berfikir lh dengan tenang dulu ya guys,negative
180,@nuncydewi8080,Ngaruh cok coba lu beli banyak banyak sama dengan lu telah ngebunuh saudara kita sendiri,ngaruh cok coba lu beli banyak banyak sama dengan lu telah ngebunuh saudara kita sendiri,negative
181,@enghtdeswandi9183,"Dah tau israel sama palestina perang, kapan pula produksi kecap wkwkwkwk",dah tau israel sama palestina perang kapan pula produksi kecap wkwkwkwk,negative
182,@enghtdeswandi9183,"Marketing pun ikut perang wkwkwkwk lucu, lama2 balik ke hutan org wkwkwkwk. Takut nya rumput sama pohon dihutan pun diboikot wkwkwkwkk",marketing pun ikut perang wkwkwkwk lucu lama balik ke hutan org wkwkwkwk takut nya rumput sama pohon dihutan pun diboikot wkwkwkwkk,negative
183,@wawanadtmarta1420,Boykot Produk Israel dan Para Pendukungnya serta pegikutnya,boykot produk israel dan para pendukungnya serta pegikutnya,neutral
184,@user-yf4jw1jn2v,Perasaan hp youtube jg Israel,perasaan hp youtube jg israel,neutral
185,@fantasticfour6926,"Ternyata selama ini tanpa kusadari, aku pakai produk yg tidak membela israel",ternyata selama ini tanpa kusadari aku pakai produk yg tidak membela israel,negative
186,@yudipramono761,"Preeet, kok nggak yang duitnya gede kayak Google, youtube, Facebook, whatsapp, Microsoft, tolol dipelihara.",preeet kok nggak yang duitnya gede kayak google youtube facebook whatsapp microsoft tolol dipelihara,negative
187,@rohmaxoem8887,hoaxs,hoaxs,negative
188,@hariatiningsih4106,gua heran .masak indonesia beli product semua diisrael ..kan pembuatanya diindonesia pengolahanya semua wkwkwkwkw lucu amat ini👍👍,gua heran masak indonesia beli product semua diisrael kan pembuatanya diindonesia pengolahanya semua wkwkwkwkw lucu amat ini,negative
189,@ginhenggin6137,"MUI cuma ngasih perintah boikot pruduk israel, tapi nggk berani menutup pabrik atau menutup distributor biar semua produk itu nggk sampe diwarung😂😂 _#benarbenarkocak_",mui cuma ngasih perintah boikot pruduk israel tapi nggk berani menutup pabrik atau menutup distributor biar semua produk itu nggk sampe diwarung benarbenarkocak,negative
190,@TundraXCRAFT,Kak Aqua bukan dari Israel tapi dari Prancis kak,kak aqua bukan dari israel tapi dari prancis kak,neutral
191,@mokhaidulkhodarridho9112,Hp mu buang jga sekalaian jgn main internet sma ja km nyumbang bom nuklir😂😂😂,hp mu buang jga sekalaian jgn main internet sma ja km nyumbang bom nuklir,negative
192,@oraURUS666,"sak karepmu,,Ra urusan...😂😂😂",sak karepmura urusan,negative
193,@dwiyuwono4983,Semakin di boikot.. Gue malah pingin memborong... Yang paling penting.. Kebutuhan Gue terpenuhi.. Masa bodo dengan yang memboikot..!!!,semakin di boikot gue malah pingin memborong yang paling penting kebutuhan gue terpenuhi masa bodo dengan yang memboikot,negative
194,@amy_4612,Israel babi asu,israel babi asu,negative
195,@gevianotristan7915,"Membuat konten tanpa harus berpikir 😅😅 Terserah anda mau beli apa tidak tapi kenapa harus di jadikan konten ? Kreatif dikit kalo membuat konten,apa karena lagi rame perang membuat konten ginian biar rame pengunjung 😅 orang  62 memang latah",membuat konten tanpa harus berpikir terserah anda mau beli apa tidak tapi kenapa harus di jadikan konten kreatif dikit kalo membuat kontenapa karena lagi rame perang membuat konten ginian biar rame pengunjung orang memang latah,negative
196,@maulanasoni9507,Alhamdulillah w udh boikot,alhamdulillah udh boikot,negative
197,@irvanmuchlas7112,"Lanjutkan terus boikot produk"" pro Israel dan NATO...💪💪💪",lanjutkan terus boikot produk pro israel dan nato,neutral
198,@farizwahyu5703,Kalo boikot itu juga mikir dukung Palestina wajib tapi jangan merugikan orang yg gak dukung Israel mereka juga nyari nafkah gimanaya warga negarakita ini selalu berkomentar sebelum berbicara siapa aja yg di rugikan jangan selalu yg dilihat sisi bagus nya aja la minimal hadeh hadeh,kalo boikot itu juga mikir dukung palestina wajib tapi jangan merugikan orang yg gak dukung israel mereka juga nyari nafkah gimanaya warga negarakita ini selalu berkomentar sebelum berbicara siapa aja yg di rugikan jangan selalu yg dilihat sisi bagus nya aja la minimal hadeh hadeh,negative
199,@R1kkkkk,SEJAK KAPAN KECAP BANGO DARI ISRAEL NGADA NGADA,sejak kapan kecap bango dari israel ngada ngada,neutral
200,@kidawielkasoet5633,PEMBODOHAN untuk orang2 awam yg ga tau menahu soal boikot2 produk israel... kalo cuma modal semangat doank lebih baik diam dan doakan sodara2 kita baik2 di Palestina,pembodohan untuk orang awam yg ga tau menahu soal boikot produk israel kalo cuma modal semangat doank lebih baik diam dan doakan sodara kita baik di palestina,negative
201,@carpinapajak5670,"Persaingan bisnis, bijaklah dalam menentukan sikap, harus tau dulu asal usulnya jgan asal boikot bos.",persaingan bisnis bijaklah dalam menentukan sikap harus tau dulu asal usulnya jgan asal boikot bos,negative
202,@secretdita6000,🤣🤣🤣LAWAKK PLUS NDAK ADA OTAKNYA🤣🤣.. IPHONE MSH DIPAKE DISAYANG2 USTADX JG PAKAI IPHONE🤣🤣🤣🤣... ISRAEL THE KING🇮🇱🇮🇱🇮🇱😘😘😘😘😘😘😘😘😘😘😘😘😘😘🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,lawakk plus ndak ada otaknya iphone msh dipake disayang ustadx jg pakai iphone israel the king,negative
203,@user-rk1tx2mf4u,"Karna boikot akan bnyak pengangguran liat aja nanti,,GK ada baiknya boikot kalau kita saja masih membutuhkannya",karna boikot akan bnyak pengangguran liat aja nantigk ada baiknya boikot kalau kita saja masih membutuhkannya,negative
204,@AOppo-lb9nq,kecap bango psncen enak dari yg lain..tp skrng aku ganti kecap sedap sumpah kecap nya gk enak banget..tp demi palestina aku tetep pakek kecap sedap,kecap bango psncen enak dari yg laintp skrng aku ganti kecap sedap sumpah kecap nya gk enak bangettp demi palestina aku tetep pakek kecap sedap,positive
205,@digdosetyo2832,"Kalau boikot itu ya siapa yg membekingi Israel,bukan produk nya,sama aja kalian mematikan rejeki orang Indonesia yg kerja di pabrik dan pedagang kecil",kalau boikot itu ya siapa yg membekingi israelbukan produk nyasama aja kalian mematikan rejeki orang indonesia yg kerja di pabrik dan pedagang kecil,negative
206,@fuhendra1520,"hbs nih HP, FB twitter, youtube,tiktok,WA,IG di boikot",hbs nih hp fb twitter youtubetiktokwaig di boikot,neutral
207,@meslianibrsimamora7832,Bodoh .itu hanya marketing dri yg punya produk,bodoh itu hanya marketing dri yg punya produk,negative
208,@LALINA03,Harusnya barangnya yg di stop.. kalo sudah masuk ke toko2 atau warung2 yang ada warung rugi 😅,harusnya barangnya yg di stop kalo sudah masuk ke toko atau warung yang ada warung rugi,negative
209,@LinaLinawati-sp4re,Emang itu haram ya 😅😅,emang itu haram ya,negative
210,@untuksemua3750,"Seharusnya yang mulai boikot itu pemerintah dulu, jgn dimasukin produknya ke negara dulu bukannya masyarakat",seharusnya yang mulai boikot itu pemerintah dulu jgn dimasukin produknya ke negara dulu bukannya masyarakat,negative
211,@Republic_of_Aceh,"Semenjak ad produk boikot dri israel kasian yg di alfamart,Indomaret,supermarket gk laku gra² ini kasian kan mcd jdi sepi soalny dia buatan israel,jajanan indomaret, Alfamart, minimarket jdi gk ad yg beli udhh kelarin aj gini deh yg penting halal dan bisa buat mandi dan buat cuci piring dan minum udh inti ny gitu pada sepi gra² ini udh jangan pake baikot²an yg penting halal buat makan dan minuman trs buat cuci piring dan buat mandi udh gitu aj",semenjak ad produk boikot dri israel kasian yg di alfamartindomaretsupermarket gk laku gra ini kasian kan mcd jdi sepi soalny dia buatan israeljajanan indomaret alfamart minimarket jdi gk ad yg beli udhh kelarin aj gini deh yg penting halal dan bisa buat mandi dan buat cuci piring dan minum udh inti ny gitu pada sepi gra ini udh jangan pake baikot an yg penting halal buat makan dan minuman trs buat cuci piring dan buat mandi udh gitu aj,negative
212,@bahriasula8853,Kak aku cuma pengen ngasih tau kalo beli sesuatu jangan dijadikan konten yang mengait kan palestina apalagi karena yang punya produk akan rugi karena orang tidak mau membeli produk nya.,kak aku cuma pengen ngasih tau kalo beli sesuatu jangan dijadikan konten yang mengait kan palestina apalagi karena yang punya produk akan rugi karena orang tidak mau membeli produk nya,negative
213,@CVKT-tk3ot,Kak semua yang ada di sana kan itu di bikin di mana itu kan di bikin dijakarta huuu,kak semua yang ada di sana kan itu di bikin di mana itu kan di bikin dijakarta huuu,positive
214,@alwanhaidar7073,Smua SM aj ngga ada yg di bdakn tuhan tidk prnh mmbedkn umt nya.,smua sm aj ngga ada yg di bdakn tuhan tidk prnh mmbedkn umt nya,negative
215,@DhafinHafiz,Ngerekam pake hp apa coba? Apakah juga buatan israel?😂,ngerekam pake hp apa coba apakah juga buatan israel,negative
216,@zunirahmawati7106,afaiya jangan sok tau deh jangan bikin aku ngamuk aja😂,afaiya jangan sok tau deh jangan bikin aku ngamuk aja,negative
217,@eriksudrajat294,"Bukan produknya tapi apk sosmed pula ada bro,sbenernya susah juga. Berdoa aj semoga allah memberikan keajaiban kepada kaum muslim,karena aku percaya kepada allah kebesaranMU sungguh dahsyat.",bukan produknya tapi apk sosmed pula ada brosbenernya susah juga berdoa aj semoga allah memberikan keajaiban kepada kaum muslimkarena aku percaya kepada allah kebesaranmu sungguh dahsyat,positive
218,@bintangmurai5299,Lu aja masih pake YouTube dkk...😂😂😂😂😂 Tolol... Hahahaha Produk2 itu punya org indo... Di boikot sendiri.... Hahaha😅😅😅😅,lu aja masih pake youtube dkk tolol hahahaha produk itu punya org indo di boikot sendiri hahaha,negative
221,@tamamthegamerman290,Woi jangan post di YouTube karena YouTube dari Amerika dan Amerika dukung israel.sono pindah ke tiktok lagian lu ngapain sih sok sok an boikot boikot produk Israel lagian lu harusnya memanfaatkan produk yang di jual untuk di jadiin bantuan suplai makanan ke Palestina ubah cara pikir lu,woi jangan post di youtube karena youtube dari amerika dan amerika dukung israelsono pindah ke tiktok lagian lu ngapain sih sok sok an boikot boikot produk israel lagian lu harusnya memanfaatkan produk yang di jual untuk di jadiin bantuan suplai makanan ke palestina ubah cara pikir lu,negative
222,@muhammadhidayat6647,Tapi kita butuh barangnya,tapi kita butuh barangnya,neutral
224,@imamzsuebannyuu,Sebenarnya semua produk itu bukan dari Israel... Semua produk itu di produksi di dalam negeri ini.. karyawan nya juga orang pribumi.. kalo kalian boikot produk nanti pabrik nya bangkrut bakal banyak yg kehilangan pekerjaan... Malah bikin sensara rakyat kita sendiri Israel hanya punya labbel nya ... Kalo produk semua produksi di dalam negeri,sebenarnya semua produk itu bukan dari israel semua produk itu di produksi di dalam negeri ini karyawan nya juga orang pribumi kalo kalian boikot produk nanti pabrik nya bangkrut bakal banyak yg kehilangan pekerjaan malah bikin sensara rakyat kita sendiri israel hanya punya labbel nya kalo produk semua produksi di dalam negeri,negative
225,@dinahayati137,Cangcut ge jangan semua juga jangan,cangcut ge jangan semua juga jangan,negative
226,@wahyuniirahayu6509,"Kalo boikot israel jangan pake youtube juga dong,",kalo boikot israel jangan pake youtube juga dong,negative
227,@wahyuniirahayu6509,Bodoh,bodoh,negative
228,@Mz_Chill,"Saya sebagai pendukung Israel, tidak punya hati busuk tidak seperti orang yang membuat konten ini🤭 lebih baik saya perbanyakkan berdoa kepada Allah. Tiada masa untuk burukkan bisnes orang🤭 Israel sentiasa dalam pelindungan Allah❤",saya sebagai pendukung israel tidak punya hati busuk tidak seperti orang yang membuat konten ini lebih baik saya perbanyakkan berdoa kepada allah tiada masa untuk burukkan bisnes orang israel sentiasa dalam pelindungan allah,negative
229,@ahmadkumaidi,Konten yg bikin bingung masyarakat..sana bilang aja sama menteri perdagangan dan perindustrian suruh stop aja,konten yg bikin bingung masyarakatsana bilang aja sama menteri perdagangan dan perindustrian suruh stop aja,negative
230,@gandostapepa7043,"Ya udah makan ketela aja dan nggak usah mandi ,gitu aja repot",ya udah makan ketela aja dan nggak usah mandi gitu aja repot,negative
231,@user-lt5lq8zx6c,Sari wangi bukan produk Israel bukan bermaksud dukung israel tapi sari wangi produk Indonesia jangan sok tau maaf,sari wangi bukan produk israel bukan bermaksud dukung israel tapi sari wangi produk indonesia jangan sok tau maaf,negative
